Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR022968	16S/18S rRNA aminocarboxypropyltransferase Tsr3	interpro	family		MF_01116,PTHR20426	GO:0016740,GO:0106388,GO:0006364
IPR023032	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	interpro	family		MF_01102	GO:0004808,GO:0008168,GO:0016645,GO:0008033
IPR023033	Alanine-tRNA ligase, eukaryota/bacteria	interpro	family		MF_00036_B	GO:0004813
IPR023148	tRNA (guanine-N(1)-)-methyltransferase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1270.20	GO:0052906,GO:0008033
IPR023160	Ribonuclease HII, helix-loop-helix cap domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.460	GO:0004523
IPR023165	rRNA adenine dimethylase-like, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.8.100	
IPR023168	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 2	interpro	homologous_superfamily		G3DSA:1.10.10.410	
IPR023251	Pre-mRNA-splicing factor Brr1	interpro	family		PR02039	GO:0030532
IPR023267	RNA (C5-cytosine) methyltransferase	interpro	family		PR02008,PTHR22808,PTHR22807	GO:0008173,GO:0001510
IPR023268	RNA (C5-cytosine) methyltransferase, putative Rsm-related, plant	interpro	family		PR02009	
IPR023269	RNA (C5-cytosine) methyltransferase, subfamily 9	interpro	family		PR02010	
IPR023270	tRNA (C5-cytosine) methyltransferase, NCL1	interpro	family		PR02011	GO:0016428
IPR023273	RNA (C5-cytosine) methyltransferase, NOP2	interpro	family		PR02012	GO:0008168
IPR023356	Leucyl-tRNA synthetase, domain 3	interpro	domain		PF14795	
IPR023382	tRNA-specific 2-thiouridylase MnmA-like, central domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.30.280	GO:0016783
IPR023411	Ribonuclease A, active site	interpro	active_site		PS00127	
IPR023412	Ribonuclease A-domain	interpro	domain		PF00074,SM00092	
IPR023457	Methionine-tRNA synthetase, type 2	interpro	family		PTHR43326,MF_01228	GO:0004825
IPR023458	Methionine-tRNA ligase, type 1	interpro	family		PTHR45765,MF_00098	GO:0004825
IPR023460	RNA-binding family, YbxF-like	interpro	family		MF_00574	
IPR023464	DNA-directed RNA polymerase subunit Rpo12	interpro	family		MF_00615	GO:0003677,GO:0003899,GO:0006351
IPR023476	Peptidyl-tRNA hydrolase II domain superfamily	interpro	homologous_superfamily		SSF102462,G3DSA:3.40.1490.10	
IPR023509	D-aminoacyl-tRNA deacylase-like superfamily	interpro	homologous_superfamily		G3DSA:3.50.80.10,SSF69500	
IPR023516	tRNA-splicing endonuclease, archaeal long subfamily	interpro	family		MF_01834	GO:0000213
IPR023529	RNA chaperone ProQ	interpro	family		PTHR38106,MF_00749	GO:0003723,GO:0033592,GO:0034057,GO:0010608
IPR023534	Rof/RNase P-like	interpro	homologous_superfamily		SSF101744	
IPR023539	Ribonuclease P, protein component 3, archaeal	interpro	family		MF_00756	GO:0004526,GO:0001682
IPR023541	rRNA small subunit methyltransferase B, enterobacteriaceae	interpro	family		MF_01856	GO:0008649
IPR023542	Ribosomal RNA large subunit methyltransferase I	interpro	family		MF_01857	GO:0008649
IPR023543	rRNA small subunit methyltransferase C	interpro	family		MF_01862	GO:0008649
IPR023545	rRNA small subunit methyltransferase F	interpro	family		MF_01579	GO:0008649
IPR023554	ATP-dependent RNA helicase RhlB type	interpro	family		MF_00661	GO:0003724
IPR023558	Tryptophan RNA-binding attenuator protein domain	interpro	domain		PF02081	
IPR023580	RNA polymerase subunit RPB10	interpro	homologous_superfamily		SSF46924	
IPR023585	Isoleucine-tRNA ligase, type 1	interpro	family		MF_02002	GO:0004822
IPR023586	Isoleucine-tRNA ligase, type 2	interpro	family		PTHR42780,MF_02003	GO:0004822
IPR023617	Tyrosine-tRNA ligase, archaeal/eukaryotic-type	interpro	family		PIRSF006588	GO:0004831
IPR023678	Tyrosine-tRNA ligase, type 4	interpro	family		MF_02009	GO:0004831,GO:0005524,GO:0006437,GO:0005737
IPR023684	Tyrosine-tRNA ligase, type 3	interpro	family		MF_02008	GO:0004831,GO:0005524,GO:0006437,GO:0005737
IPR023716	Proline-tRNA ligase, class IIa, type 2	interpro	family		MF_01570	GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR023717	Prolyl-tRNA synthetase, class IIa, type 1	interpro	family		PIRSF001535,MF_01569	GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR023758	tRNA-modifying protein YgfZ	interpro	family		MF_01175	GO:0005542,GO:0009451
IPR023785	Regulator of RNA polymerase sigma(70) subunit, Rsd	interpro	family		MF_01181	
IPR023797	RNA 3'-terminal phosphate cyclase domain	interpro	domain		PF01137	
IPR023869	tRNA adenosine deaminase-associated protein, putative	interpro	family		TIGR03941	
IPR023877	Pyrrolysyl-tRNA ligase, C-terminal	interpro	domain		TIGR02367	GO:0004812
IPR023878	Pyrrolysyl-tRNA ligase, N-terminal	interpro	domain		TIGR03912	GO:0004812
IPR023949	RNA polymerase-associated protein RapA	interpro	family		MF_01821	GO:0006355
IPR023993	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, archaea	interpro	family		TIGR03972,MF_01921	GO:0016829,GO:0051539,GO:0008033
IPR024006	Alternate signal-mediated exported protein, actinobacteria	interpro	family		TIGR04089	
IPR024026	3'-RNA ribose 2'-O-methyltransferase, Hen1, bacterial	interpro	family		TIGR04074	
IPR024036	tRNA-dihydrouridine synthase, putative, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.1200.80	GO:0016491
IPR024037	Alternate ATP synthase, F1 complex, subunit epsilon	interpro	family		TIGR03166	
IPR024075	DNA-directed RNA polymerase, helix hairpin domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.260	GO:0003899
IPR024088	Tyrosine-tRNA ligase, bacterial-type	interpro	family		PTHR11766	GO:0004831
IPR024107	Tyrosine-tRNA ligase, bacterial-type, type 1	interpro	family		MF_02006	GO:0004831
IPR024108	Tyrosine-tRNA ligase, bacterial-type, type 2	interpro	family		MF_02007	GO:0004831
IPR024109	Tryptophan-tRNA ligase, bacterial-type	interpro	family		MF_00140_B	GO:0004830
IPR024166	Ribosomal RNA assembly KRR1	interpro	family		PIRSF006515,PTHR12581	
IPR024261	RNA binding protein She2	interpro	domain		PF11435	GO:0003723
IPR024268	rRNA methyltransferase AviRa	interpro	family		PF11599	
IPR024326	Ribosomal RNA-processing protein 7, C-terminal domain	interpro	domain		PF12923	
IPR024336	tRNA-splicing endonuclease, subunit Sen54, N-terminal	interpro	domain		PF12928	
IPR024337	tRNA-splicing endonuclease, subunit Sen54	interpro	family		PTHR21027	
IPR024377	RNA-binding protein, B2	interpro	family		PF11473	
IPR024378	RNA-directed RNA polymerase, hantavirus, N-terminal	interpro	domain		PF12426	
IPR024387	Peptidase C3G, Picornavirus	interpro	domain		PF12381	
IPR024390	RNA polymerase, 132kDa subunit, poxvirus-type	interpro	family		PF12415	
IPR024394	RNA polymerase, 30kDa subunit, chordopox-type, N-terminal	interpro	domain		PF12410	
IPR024413	Bacteriophage phiKZ, Orf92, internal head	interpro	family		PF12699	
IPR024435	Histidyl tRNA synthetase-related domain	interpro	domain		PF12745	
IPR024567	Ribonuclease HII/HIII domain	interpro	domain		PS51975,PF01351	GO:0004523
IPR024568	Ribonuclease HIII, N-terminal	interpro	domain		cd14796,PF11858	
IPR024576	Ribosomal RNA methyltransferase Spb1, domain of unknown function DUF3381	interpro	domain		PF11861	
IPR024590	RNA helicase HrpA, C-terminal	interpro	domain		PF11898	
IPR024596	DNA-directed RNA polymerase subunit beta/EpuA	interpro	family		PF11772	
IPR024634	Internalin, N-terminal	interpro	domain		PF12354	
IPR024661	DNA-directed RNA polymerase III, subunit Rpc31	interpro	family		PF11705,PIRSF000777,PTHR15367	GO:0006383
IPR024679	Pre-rRNA-processing protein Ipi1, N-terminal	interpro	domain		PF12333	
IPR024767	Pre-mRNA-splicing factor 38, C-terminal	interpro	domain		PF12871	
IPR024768	Meiosis regulator and mRNA stability factor 1	interpro	family		PTHR14379	GO:0010468,GO:0005777
IPR024909	Cysteinyl-tRNA synthetase/mycothiol ligase	interpro	family		PTHR10890,PR00983	
IPR024913	tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS	interpro	family		MF_01892	GO:0016879,GO:0002101
IPR024914	tRNA(Met) cytidine acetyltransferase TmcA	interpro	family		MF_01886	GO:0000049,GO:0051392,GO:0002101,GO:0051391
IPR024915	23S rRNA (guanosine-2-O-)-methyltransferase RlmB	interpro	family		MF_01887	
IPR024918	3'-5' ssDNA/RNA exonuclease TatD	interpro	family		MF_00901	GO:0008408
IPR024956	tRNAHis guanylyltransferase catalytic domain	interpro	domain		PF04446	GO:0000287,GO:0008193,GO:0006400
IPR024996	pPIWI_RE, RNaseH domain	interpro	domain		PF13032	
IPR025156	Ribonuclease M5, C-terminal domain	interpro	domain		PF13331	
IPR025182	RNA polymerase-binding protein RbpA	interpro	family		MF_01483,PF13397	GO:0001000,GO:0045893
IPR025210	ATP25 mRNA stabilisation domain	interpro	domain		PF13929	GO:0048255
IPR025223	S1-like RNA binding domain	interpro	domain		PF14444	
IPR025313	ATP-dependent rRNA helicase SPB4-like, C-terminal extension	interpro	domain		SM01178,PF13959	
IPR025490	RNA-binding protein, HP1423 type	interpro	family		PIRSF038881	
IPR025525	hAT-like transposase, RNase-H fold	interpro	domain		PF14372	GO:0003677
IPR025528	BrnA antitoxin of type II toxin-antitoxin system	interpro	family		PF14384	
IPR025564	Cyanobacterial aminoacyl-tRNA synthetase, CAAD domain	interpro	domain		PF14159	
IPR025696	Exosome RNA helicase MTR4-like, beta-barrel domain	interpro	domain		PF13234	
IPR025709	Leucyl-tRNA synthetase, editing domain	interpro	domain		PF13603	GO:0002161,GO:0006418
IPR025757	Ternary complex factor MIP1, leucine-zipper	interpro	domain		PF14389	
IPR025759	tRNA guanosine-2'-O-methyltransferase, Trm3	interpro	family		PS51623	GO:0016423,GO:0030488
IPR025763	tRNA (guanine-N-7) methyltransferase catalytic subunit Trm8, eukaryote	interpro	family		MF_03055	GO:0008176
IPR025775	Birnavirus VP4 protease domain	interpro	domain		PS51548,PF01768	
IPR025792	tRNA (guanine(37)-N(1))-methyltransferase, eukaryotic	interpro	family		MF_03152	GO:0052906,GO:0030488
IPR025795	tRNA (uracil-5-)-methyltransferase	interpro	family		PS51622	GO:0030697,GO:0008033
IPR025812	tRNA methyltransferase 10 homolog C, TRM10-type domain	interpro	domain		cd18102	GO:0008033,GO:0005739
IPR025823	tRNA (uracil-5-)-methyltransferase homolog B, chordates	interpro	family		PS51621	GO:0030697
IPR025849	AF2226-like SPOUT RNA methylase fused to THUMP	interpro	family		PF14419	
IPR025862	L-seryl-tRNA selenium transferase N-terminal domain	interpro	domain		PF12390	
IPR025981	Ribosomal RNA aminoglycoside-resistance methyltransferase	interpro	family		PF07091	
IPR025986	RNA-polymerase II-associated protein 3-like, C-terminal domain	interpro	domain		PF13877	
IPR025995	RNA binding activity-knot of a chromodomain	interpro	domain		PF11717	
IPR026113	tRNA N(3)-methylcytidine methyltransferase METTL2/6/8-like	interpro	family		PTHR22809,PIRSF037755	
IPR026213	DNA-directed RNA polymerase II subunit GRINL1	interpro	family		PR02085,PF15328	GO:0003711,GO:0006368,GO:0005634
IPR026274	tRNA wybutosine synthesizing protein 2	interpro	family		PIRSF038972	GO:0008757,GO:0031591
IPR026326	Probable tRNA pseudouridine synthase B, archaeal	interpro	family		MF_01081	GO:0006396
IPR026373	Seadornavirus VP5/VP6 protein	interpro	family		TIGR04231	
IPR026378	Seadornavirus VP11 protein	interpro	family		TIGR04230	
IPR026379	Seadornavirus VP3 protein	interpro	family		TIGR04232	
IPR026380	Seadornavirus VP8 protein	interpro	family		TIGR04233	
IPR026381	RNA-directed RNA polymerase	interpro	family		TIGR04234	
IPR026382	RNA endonuclease, cap-snatching, arenaviral	interpro	domain		PF17296	
IPR026383	Seadornavirus VP4 protein	interpro	family		TIGR04235	
IPR026384	Seadornavirus VP2 protein	interpro	family		TIGR04236	
IPR026388	Seadornavirus double-stranded RNA-binding protein	interpro	family		TIGR04238	
IPR026405	Chlamydiae/Verrucomicrobia/Planctomycetes small basic protein	interpro	family		TIGR04137	
IPR026490	mRNA cap 0/1 methyltransferase	interpro	domain		cd20761,PS51591	GO:0004482,GO:0004483
IPR026502	Histone RNA stem-loop-binding protein SLBP1/SLBP2	interpro	family		PTHR17408	GO:0003729
IPR026610	3'-RNA ribose 2'-O-methyltransferase, Hen1	interpro	family		PTHR21404	GO:0008171,GO:0008173,GO:0001510
IPR026699	Exosome complex RNA-binding protein 1/RRP40/RRP4	interpro	family		PTHR21321	GO:0003723,GO:0000178
IPR026770	Ribonuclease kappa	interpro	family		PTHR31733	GO:0004521,GO:0090304
IPR026890	Mononegavirales mRNA-capping domain V	interpro	domain		PF14318	
IPR026904	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG, C-terminal	interpro	domain		PF13932	
IPR027031	Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2	interpro	family		PTHR10745	
IPR027249	DNA-directed DNA/RNA polymerase mu	interpro	family		PIRSF501176	GO:0003887,GO:0006281,GO:0005634
IPR027351	(+) RNA virus helicase core domain	interpro	domain		PS51657,PF01443	GO:0005524
IPR027368	tRNA modification GTPase MnmE domain 2	interpro	homologous_superfamily		G3DSA:1.20.120.430	
IPR027391	rRNA small subunit methyltransferase F, RNA-binding PUA-like domain	interpro	domain		PF13636	
IPR027408	PNPase/RNase PH domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.230.70	
IPR027492	Dual-specificity RNA methyltransferase RlmN	interpro	family		MF_01849,TIGR00048	GO:0030488,GO:0070475
IPR027499	Glutamyl-tRNA(Gln) amidotransferase subunit F, mitochondrial	interpro	family		MF_03151	GO:0050567,GO:0070681,GO:0005739,GO:0030956
IPR027513	RNA-splicing ligase RtcB homologue, eukaryotic	interpro	family		MF_03144	GO:0170057,GO:0006388,GO:0072669
IPR027521	U6 snRNA phosphodiesterase 1	interpro	family		PF09749,MF_03040,PTHR13522	GO:0004518,GO:0034477
IPR027522	Probable alanine--tRNA ligase, plants	interpro	family		MF_03134	GO:0009507
IPR027555	tRNA (Mo5U34)-methyltransferase-like	interpro	family		PF08003	
IPR027652	Pre-mRNA-processing-splicing factor 8	interpro	family		PTHR11140	GO:0000398,GO:0005681
IPR027794	tRNase Z endonuclease	interpro	domain		PF13691	GO:0008033
IPR027992	Possible tRNA binding domain	interpro	domain		PF13725	
IPR028079	Zc3h12a-like Ribonuclease NYN domain	interpro	domain		PF14626	
IPR028157	PELOTA RNA-binding domain	interpro	domain		PF15608	
IPR028211	Pre-mRNA-splicing factor Ntr2	interpro	family		PF15458	GO:0000390,GO:0071008
IPR028271	RNA guanine-N7 methyltransferase activating subunit	interpro	family		PTHR48168,PF15320	GO:0003723,GO:0106005,GO:0031533
IPR028363	DNA-directed RNA polymerase, subunit RPB6	interpro	family		PIRSF500154	GO:0003899,GO:0006351,GO:0005634,GO:0005665
IPR028564	tRNA methyltransferase TRM10-type domain	interpro	domain		PS51675	
IPR028589	AdoMet-dependent rRNA methyltransferase SPB1-like	interpro	family		MF_03163	GO:0008649,GO:0031167
IPR028590	tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase TRM7	interpro	family		MF_03162	GO:0008175,GO:0008033
IPR028592	Queuine tRNA-ribosyltransferase accessory subunit QTRTD1	interpro	family		MF_03043	GO:0101030
IPR028617	RNA polymerase sigma factor FliA	interpro	family		MF_00962	GO:0003677,GO:0003899,GO:0016987,GO:0006352,GO:0006355
IPR028618	ATP-dependent RNA helicase DeaD	interpro	family		MF_00964	GO:0003724,GO:0000027,GO:0070417
IPR028619	ATP-dependent RNA helicase DbpA	interpro	family		MF_00965	GO:0003724,GO:0000027
IPR028621	ATP-dependent RNA helicase SrmB	interpro	family		MF_00967	GO:0003724,GO:0000027
IPR028622	ATP-dependent RNA helicase RhlE	interpro	family		MF_00968	GO:0003724,GO:0042255
IPR028630	RNA polymerase sigma factor RpoD	interpro	family		MF_00963	GO:0016987,GO:0006352
IPR028878	Ribonuclease E	interpro	family		MF_00970	GO:0008995,GO:0006396
IPR028883	tRNA-specific adenosine deaminase	interpro	family		MF_00972,PF14437	GO:0008251,GO:0002100
IPR028884	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit	interpro	family		MF_03056,PTHR16288	GO:0036265
IPR029026	tRNA (guanine-N1-)-methyltransferase, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.1280.10	
IPR029038	Methionyl-tRNA synthetase, Zn-domain	interpro	homologous_superfamily		G3DSA:2.20.28.20,SSF57770	
IPR029040	RNA polymerase subunit RPABC4/transcription elongation factor Spt4	interpro	homologous_superfamily		SSF63393	
IPR029124	RNA-directed RNA polymerase L, N-terminal	interpro	domain		PF15518	
IPR029137	Putative RNase-like toxin, toxin1	interpro	domain		PF15500	
IPR029138	snRNA-activating protein complex subunit 5	interpro	family		PTHR15333,PF15497	GO:0006366,GO:0006384,GO:0005634
IPR029188	Ribosomal RNA-processing protein 14, N-terminal	interpro	domain		PF15459	
IPR029190	Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain	interpro	domain		PF04935	
IPR029262	DNA-directed RNA polymerase, N-terminal	interpro	domain		SM01311,PF14700	
IPR029344	Histone RNA hairpin-binding protein, RNA-binding domain	interpro	domain		PF15247	GO:0003723
IPR029402	tRNA-guanine transglycosylase, patch-forming domain C2	interpro	domain		PF14810	
IPR029538	Serine/arginine-rich splicing factor 1, RNA recognition motif 2	interpro	domain		cd12767	
IPR029757	DNA-directed RNA polymerase subunit delta	interpro	family		TIGR04567,MF_00357	GO:0006351,GO:0006355
IPR030217	Nuclear RNA export factor	interpro	family		PTHR10662	
IPR030390	RNA methyltransferase TrmA, active site	interpro	active_site		PS01230	
IPR030391	RNA methyltransferase TrmA, conserved site	interpro	conserved_site		PS01231	
IPR030666	tRNA isopentenyltransferase, eukaryotes	interpro	family		PIRSF039110	GO:0005524,GO:0052381,GO:0008033
IPR030854	Ribonuclease J, bacteria	interpro	family		PIRSF004803,MF_01491	GO:0004521,GO:0004534,GO:0008270,GO:0006396
IPR030867	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	interpro	family		MF_01922	GO:0016765,GO:0006400
IPR030879	Ribonuclease J, archaea	interpro	family		MF_01492	GO:0003723,GO:0004534
IPR030880	DEAD-box ATP-dependent RNA helicase CshA	interpro	family		MF_01493	GO:0003724,GO:0005524,GO:0010501
IPR030881	DEAD-box ATP-dependent RNA helicase CshB	interpro	family		MF_01494	GO:0004386,GO:0009409
IPR031101	RNA polymerase-associated protein Ctr9	interpro	family		PTHR14027	GO:0006355
IPR031340	Ribosomal RNA small subunit methyltransferase F, first C-terminal domain	interpro	domain		PF17126	
IPR031341	Ribosomal RNA small subunit methyltransferase F, N-terminal	interpro	domain		PF17125	
IPR031451	mRNA interferase toxin MqsR	interpro	family		cd12869,PF15723	GO:0009372,GO:0017148,GO:0044010
IPR031538	Tryptophan RNA-binding attenuator protein inhibitory protein	interpro	family		PF15777	
IPR031553	Lysyl-tRNA synthetase, N-terminal transmembrane region	interpro	domain		PF16995	
IPR031555	DNA-directed RNA polymerase subunit Rpo8	interpro	family		PF16992,MF_00866	
IPR031590	Pre-mRNA-splicing factor Prp9, N-terminal	interpro	domain		PF16958	
IPR031595	Protein-only RNase P, C-terminal	interpro	domain		PF16953	
IPR031736	RNA exonuclease 1 homolog-like domain	interpro	domain		PF15870	
IPR031766	Occluded RNA-recognition motif	interpro	domain		cd12299,PF16842	
IPR031845	Bacterial toxin, RNase RnlA/LsoA, N-terminal repeated domain	interpro	domain		PF15935	
IPR031889	AIMP2, lysyl-tRNA synthetase binding domain	interpro	domain		PF16780	
IPR031952	KH-like RNA-binding domain	interpro	domain		cd12795,PF16005	
IPR031953	mRNA-decapping enzyme, C-terminal	interpro	domain		PF16741	
IPR032005	Tyrosyl-tRNA synthetase, C-terminal	interpro	domain		PF16714	GO:0003723
IPR032174	RNA helicase aquarius, N-terminal domain	interpro	domain		PF16399	
IPR032382	Alternaria alternata allergen 1	interpro	domain		PS51895,PF16541	
IPR032401	Enhancer of mRNA-decapping protein 4, WD40 repeat region	interpro	domain		PF16529	
IPR032414	Matrix protein, Bornaviridae	interpro	family		PF16520	
IPR032442	Cytoplasmic tRNA 2-thiolation protein 1, C-terminal	interpro	domain		PF16503	
IPR032678	tRNA synthetases class I, catalytic domain	interpro	domain		cd00672,PF01406	
IPR032729	tRNA-guanine(15) transglycosylase, C1 domain	interpro	domain		PF14809	
IPR032782	RNA-binding protein KhpB, N-terminal	interpro	domain		SM01245,PF14804	
IPR032819	tRNA pseudouridylate synthase B, C-terminal	interpro	domain		PF16198	
IPR032828	tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain	interpro	domain		PF12627	
IPR032847	Pre-mRNA-processing factor 17	interpro	family		PTHR43979	GO:0000398,GO:0071013
IPR032860	RNA demethylase ALKBH5	interpro	family		PTHR32074	GO:0035515,GO:0006397
IPR032886	tRNA-dihydrouridine(16) synthase	interpro	family		MF_02043	GO:0017150,GO:0002943
IPR032887	tRNA-dihydrouridine synthase B	interpro	family		MF_02042	GO:0017150,GO:0002943
IPR033096	Zinc finger protein 638, RNA recognition motif 1/2	interpro	domain		cd12716	GO:0008380
IPR033107	Eukaryotic translation initiation factor 4B, RNA recognition motif	interpro	domain		cd12402	
IPR033110	ROD1, RNA recognition motif 4	interpro	domain		cd12703	GO:0003723,GO:0045595
IPR033130	Ribonuclease T2, His active site 2	interpro	active_site		PS00531	
IPR033244	Mediator of RNA polymerase II transcription subunit 32	interpro	family		PTHR35989	GO:0006355,GO:0009631,GO:0010150,GO:0048364,GO:0016592
IPR033442	tRNA(Met) cytidine acetyltransferase TmcA, tRNA-binding domain	interpro	domain		PF17176	
IPR033503	Gawky, RNA recognition motif	interpro	domain		cd12435	GO:0035278
IPR033599	RNA polymerase I transcription initiation factor TAF1B/Rrn7	interpro	family		PTHR31576	GO:0001164,GO:0001188,GO:0006360,GO:0070860
IPR033664	tRNA 5-carboxymethoxyuridine methyltransferase	interpro	family		MF_02057	GO:0008168
IPR033665	D-aminoacyl-tRNA deacylase DTD3	interpro	family		MF_02048	
IPR033671	tRNA (guanosine(18)-2'-O)-methyltransferase	interpro	family		cd18092,MF_02060,PTHR43453	GO:0008168,GO:0030488
IPR033688	RNA cytidine acetyltransferase NAT10	interpro	family		MF_03211	GO:0005524,GO:0008080,GO:0016072,GO:1904812
IPR033703	Picornavirus/Calicivirus coat protein	interpro	domain		cd00205	
IPR033705	Valyl tRNA synthetase, anticodon-binding domain	interpro	domain		cd07962	
IPR033708	Isoleucyl tRNA synthetase type 1, anticodon-binding domain	interpro	domain		cd07960	GO:0000049
IPR033709	Isoleucyl tRNA synthetase type 2, anticodon-binding domain	interpro	domain		cd07961	GO:0000049
IPR033712	Pumilio, RNA binding domain	interpro	domain		cd07920	GO:0003723
IPR033714	Phenylalanly tRNA synthetase, tRNA-binding-domain	interpro	domain		cd02796	GO:0000049
IPR033721	Prolyl-tRNA synthetase, catalytic domain	interpro	domain		cd00778	
IPR033728	Threonine-tRNA ligase catalytic core domain	interpro	domain		cd00771	
IPR033729	Serine-tRNA ligase catalytic core domain	interpro	domain		cd00770	
IPR033730	Prokaryote proline-tRNA ligase core domain	interpro	domain		cd00779	
IPR033731	Glycyl-tRNA synthetase-like core domain	interpro	domain		cd00774	
IPR033744	RBM8, RNA recognition motif	interpro	domain		cd12324	GO:0003729
IPR033757	Pre-mRNA-splicing regulator WTAP	interpro	family		PF17098,PTHR15217	GO:0000381,GO:0016556,GO:0005634
IPR033759	Systemic RNA interference defective protein 5	interpro	family		PF17204	GO:0035194,GO:0050658,GO:0005770
IPR033763	Polycomb group protein, RNA binding region	interpro	domain		PF17208	
IPR033898	DNA-directed RNA polymerases I and III subunit AC19	interpro	family		cd07029	
IPR033901	DNA-directed RNA polymerases I and III subunit AC40	interpro	family		cd07032	GO:0001054,GO:0001056
IPR033910	Glutamyl-tRNA synthetase	interpro	domain		cd00808	GO:0008270,GO:0006424
IPR033911	Methioninyl-tRNA synthetase core domain	interpro	domain		cd00814,PR01041	GO:0004825,GO:0006431
IPR034079	RNA-binding protein KhpB, R3H domain	interpro	domain		cd02644	GO:0003676
IPR034083	DExH-box ATP-dependent RNA helicase, R3H domain	interpro	domain		cd06007	GO:0003676
IPR034123	RBM6, RNA recognition motif 1	interpro	domain		cd12314	GO:0003723
IPR034125	RBM6, RNA recognition motif 2	interpro	domain		cd12563	GO:0003723
IPR034126	RNA-binding protein Musashi homologue, RNA recognition motif 2	interpro	domain		cd12323	GO:0003723
IPR034131	DAZ-associated protein 1, RNA recognition motif 2	interpro	domain		cd12327	GO:0003723
IPR034134	DAZ-associated protein 1, RNA recognition motif 1	interpro	domain		cd12574	GO:0003723
IPR034138	Nucleolar protein 8, RNA recognition motif	interpro	domain		cd12226	
IPR034140	Ecto-NOX disulfide-thiol exchanger, RNA recognition motif	interpro	domain		cd12228	
IPR034141	Ribonuclease M5-like, TOPRIM domain	interpro	domain		cd01027	
IPR034143	snRNP70, RNA recognition motif	interpro	domain		cd12236	GO:0030619
IPR034146	snRNP35, RNA recognition motif	interpro	domain		cd12237	
IPR034147	RBM40, RNA recognition motif 1	interpro	domain		cd12238	GO:0005515
IPR034148	NCBP2, RNA recognition motif	interpro	domain		cd12240	
IPR034150	SF3B6, RNA recognition motif	interpro	domain		cd12241	
IPR034152	SLIRP, RNA recognition motif	interpro	domain		cd12242	
IPR034156	HRP1, RNA recognition motif 1	interpro	domain		cd12577	
IPR034158	SF3B4, RNA recognition motif 1	interpro	domain		cd12334	
IPR034159	SF3B4, RNA recognition motif 2	interpro	domain		cd12335	
IPR034166	Npl3, RNA recognition motif 1	interpro	domain		cd12340	
IPR034167	Nab3, RNA recognition motif	interpro	domain		cd12342	GO:0003723
IPR034168	Peptidyl-prolyl cis-trans isomerase E, RNA recognition motif	interpro	domain		cd12347	GO:0003723
IPR034172	SHARP, RNA recognition motif 1	interpro	domain		cd12348	
IPR034173	SHARP, RNA recognition motif 2	interpro	domain		cd12349	
IPR034174	SHARP, RNA recognition motif 3	interpro	domain		cd12350	
IPR034175	SHARP, RNA recognition motif 4	interpro	domain		cd12351	
IPR034177	PPARGC1B, RNA recognition motif	interpro	domain		cd12356	
IPR034181	Pre-mRNA-splicing factor Cwc2, RNA recognition motif	interpro	domain		cd12360	GO:0003723
IPR034186	Pin4-like, RNA recognition motif	interpro	domain		cd12253	
IPR034189	MARF1, RNA recognition motif 1	interpro	domain		cd12255,PF11608	
IPR034191	MARF1, RNA recognition motif 2	interpro	domain		cd12256	
IPR034192	SREK1, RNA recognition motif 2	interpro	domain		cd12260	
IPR034195	Mrn1, RNA recognition motif 1	interpro	domain		cd12520	
IPR034196	CELF1/2, RNA recognition motif 1	interpro	domain		cd12631	
IPR034198	CELF1/2, RNA recognition motif 2	interpro	domain		cd12634	
IPR034199	CELF1/2, RNA recognition motif 3	interpro	domain		cd12638	
IPR034200	RDM1, RNA recognition motif	interpro	domain		cd12364	GO:0003723
IPR034201	RNPS1, RNA recognition motif	interpro	domain		cd12365	
IPR034203	RBM45, RNA recognition motif 1	interpro	domain		cd12366	
IPR034206	RBM45, RNA recognition motif 2	interpro	domain		cd12367	
IPR034207	RBM45, RNA recognition motif 3	interpro	domain		cd12368	
IPR034208	RBM45, RNA recognition motif 4	interpro	domain		cd12369	
IPR034209	PUF60, RNA recognition motif 1	interpro	domain		cd12370	
